Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,ROE,ROA,Fluxo_Caixa_Operacional,Fluxo_Caixa_Livre,Fluxo_Caixa_Investimento,Fluxo_Caixa_Financiamento,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,DividendosProducao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2019,1T,2020\textos\2020_1T_RR.txt,9.533 milhões R$,1.558 milhões R$,Não informado,Não informado,16.3%,Não informado,352 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,67%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\textos\2020_1T_RR.txt,3.414 milhões R$,539 milhões R$,Não informado,Não informado,15.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\textos\2020_1T_RR.txt,9.228 milhões R$,Não informado,221 milhões R$,Não informado,Não informado,2.4%,370 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,945 milhões R$,Não informado,Não informado,Não informado,Não informado,3.610 milhões R$,13.477 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,4T,2020\textos\2020_1T_RR.txt,9.533 milhões R$,Não informado,102 milhões R$,Não informado,Não informado,1.1%,353 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.544 milhões R$,11.594 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,1T,2020\textos\2020_1T_RR.txt,10.026 milhões R$,Não informado,453 milhões R$,Não informado,Não informado,4.5%,361 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.393 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\textos\2020_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.161 milhões R$,Não informado,-550 milhões R$,195 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\textos\2020_2T_RR.txt,8.745 milhões R$,1.318 milhões R$,Não informado,Não informado,15.1%,Não informado,403 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\textos\2020_2T_RR.txt,8.018 milhões R$,1.746 milhões R$,315 milhões R$,Não informado,21.8%,3.9%,"3,5% da receita líquida",12.532 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Positivo,Não informado,Não informado,17.110 milhões R$,3.867 milhões R$,13.243 milhões R$,Não realizado devido à Covid-19,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\textos\2020_2T_RR.txt,3.045 milhões R$,717 milhões R$,Não informado,Não informado,23.5%,Não informado,Custo das vendas 2T20: 3.148 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\textos\2020_2T_RR.txt,3.979 milhões R$,426 milhões R$,Não informado,Não informado,10.7%,Não informado,Custo das vendas 2T20: 3.730 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\textos\2020_2T_RR.txt,835 milhões R$,169 milhões R$,Não informado,Não informado,20.2%,Não informado,Custo das vendas 2T20: 471 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\textos\2020_2T_RR.txt,651 milhões R$,15 milhões R$,Não informado,Não informado,2.3%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,<30%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\textos\2020_2T_RR.txt,8.744 milhões R$,Não informado,315 milhões R$,Não informado,Não informado,3.6%,"97 milhões R$ (Despesas com vendas), 25 milhões R$ (Despesas gerais e administrativas)",Não informado,Não informado,Não informado,Não informado,Não informado,1.483 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,3T,2020\textos\2020_3T_RR.txt,12.222 milhões R$,2.139 milhões R$,Não informado,985 milhões R$,17.5%,Não informado,"370 milhões R$ (Despesas com vendas), 131 milhões R$ (Despesas gerais e administrativas)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,3T,2020\textos\2020_3T_RR.txt,Não informado,2.027 milhões R$,1.076 milhões R$,Não informado,Não informado,Não informado,Depreciação e amortização: 647 milhões R$,12.062 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,17.368 milhões R$,3.867 milhões R$,13.501 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,3T,2020\textos\2020_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.300 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,600 mil toneladas/ano,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,3T,2020\textos\2020_3T_RR.txt,4.990 milhões R$ (ON Brasil); 4.483 milhões R$ (ON América do Norte),1.087 milhões R$ (ON Brasil); 390 milhões R$ (ON América do Norte),Não informado,Não informado,21.8%,Não informado,Custo das vendas: 3.904 milhões R$ (ON Brasil); 4.196 milhões R$ (ON América do Norte),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,3T,2020\textos\2020_3T_RR.txt,12.222 milhões R$,Não informado,795 milhões R$,Não informado,Não informado,6.5%,426 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,4T,2020\textos\2020_4T_RR.txt,13.620 milhões R$,3.056 milhões R$,Não informado,Não informado,22.4%,Não informado,483 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
