Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,Producao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2019,4T,2019\\textos\\2019_4T_RR.txt,908 milhões R$,182 milhões R$,Não informado,Não informado,20.0%,Não informado,770 milhões R$,Não informado,Não informado,Não informado,1.611 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,4T,2019\\textos\\2019_4T_RR.txt,1.397 milhões R$,113 milhões R$,Não informado,Não informado,8.1%,Não informado,1.373 milhões R$,Não informado,Não informado,Não informado,299 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,4T,2019\\textos\\2019_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,24.188 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,4T,2019\\textos\\2019_4T_RR.txt,9.533 milhões R$,Não informado,102 milhões R$,Não informado,Não informado,1.1%,Despesas com vendas: 118 milhões R$; Despesas gerais e administrativas: 235 milhões R$; Despesas financeiras: 404 milhões R$; Despesas recompra bonds: 0 R$; Depreciação/amortização: 540 milhões R$; Despesa juros sobre dívidas: 182 milhões R$; Benefícios pós emprego: 46 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,Não informado,2019\\textos\\2019_4T_RR.txt,39.644 milhões R$,Não informado,389 milhões R$,Não informado,Não informado,1.0%,Despesas com vendas: 476 milhões R$; Despesas gerais e administrativas: 954 milhões R$; Despesas financeiras: 1.470 milhões R$; Despesas recompra bonds: 224 milhões R$; Depreciação/amortização: 2.074 milhões R$; Despesa juros sobre dívidas: 938 milhões R$; Benefícios pós emprego: 165 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2018,1T,2019\\textos\\2019_4T_RR.txt,8.443 milhões R$,1.410 milhões R$,Não informado,Não informado,16.7%,Não informado,7.167 milhões R$ (Custo de vendas),Não informado,Não informado,Não informado,3.527 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2018,2T,2019\\textos\\2019_4T_RR.txt,9.937 milhões R$,1.657 milhões R$,Não informado,Não informado,16.7%,Não informado,8.397 milhões R$ (Custo de vendas),Não informado,Não informado,Não informado,3.412 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2018,3T,2019\\textos\\2019_4T_RR.txt,10.927 milhões R$,1.899 milhões R$,Não informado,Não informado,17.4%,Não informado,9.177 milhões R$ (Custo de vendas),Não informado,Não informado,Não informado,3.421 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2018,4T,2019\\textos\\2019_4T_RR.txt,10.270 milhões R$,1.373 milhões R$,Não informado,Não informado,13.4%,Não informado,9.006 milhões R$ (Custo de vendas),Não informado,Não informado,Não informado,3.051 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2018,Não informado,2019\\textos\\2019_4T_RR.txt,39.577 milhões R$,6.339 milhões R$,Não informado,Não informado,16.0%,Não informado,33.747 milhões R$ (Custo de vendas),Não informado,Não informado,Não informado,13.411 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,Não informado,2019\\textos\\2019_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Pagamento de juros de empréstimos e financiamentos: -261.928; Pagamento de imposto de renda e contribuição social: -33.750,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,4T,2019\\textos\\2019_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_1T_RR.txt,9.228 milhões R$,1.177 milhões R$,221 milhões R$,Não informado,12.8%,2.4%,370 milhões R$,Não informado,Não informado,Não informado,3.188 mil toneladas,63%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,4T,2020\\textos\\2020_1T_RR.txt,10.026 milhões R$,1.558 milhões R$,102 milhões R$,Não informado,15.5%,1.0%,361 milhões R$,Não informado,Não informado,Não informado,3.343 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,1T,2020\\textos\\2020_1T_RR.txt,9.533 milhões R$,1.136 milhões R$,453 milhões R$,Não informado,11.9%,4.8%,352 milhões R$,Não informado,Não informado,Não informado,2.952 mil toneladas,67%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_1T_RR.txt,3.414 milhões R$,537 milhões R$,Não informado,Não informado,15.7%,Não informado,3.009 milhões R$,14.051 milhões R$,Não informado,Não informado,1.239 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_1T_RR.txt,3.966 milhões R$,425 milhões R$,Não informado,Não informado,10.7%,Não informado,3.648 milhões R$,Não informado,Não informado,Não informado,1.345 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_1T_RR.txt,699 milhões R$,164 milhões R$,Não informado,Não informado,23.5%,Não informado,594 milhões R$,Não informado,Não informado,Não informado,142 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_1T_RR.txt,1.437 milhões R$,119 milhões R$,Não informado,Não informado,8.3%,Não informado,1.407 milhões R$,Não informado,Não informado,Não informado,462 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_1T_RR.txt,9.228 milhões R$,Não informado,221 milhões R$,Não informado,Não informado,2.4%,Despesas com vendas: 120 milhões R$; Despesas gerais e administrativas: 250 milhões R$; Outras despesas operacionais: 2 milhões R$; Despesas financeiras: 325 milhões R$,17.086 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_1T_RR.txt,Não informado,777.979 milhares R$,221.350 milhares R$,Não informado,Não informado,Não informado,Depreciação e amortização: 556.629 milhares R$; Juros sobre dívidas financeiras: 227.855 milhares R$; Benefícios pós-emprego: 57.619 milhares R$; Planos incentivo longo prazo: 8.943 milhares R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\\textos\\2020_2T_AP.txt,Não informado,418 milhões R$ (Brasil); 145 milhões R$ (América do Norte); 106 milhões R$ (América do Sul); 663 milhões R$ (Aços Especiais),Não informado,Não informado,Não informado,Não informado,Não informado,21.0 bilhões R$ (jun20),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\\textos\\2020_2T_RR.txt,8.745 milhões R$,1.574 milhões R$,315 milhões R$,Não informado,18.0%,3.6%,"Despesas vendas gerais administrativas: 306 milhões R$ (3,5% da receita líquida)",Não informado,Não informado,Não informado,2.433 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\\textos\\2020_2T_RR.txt,4.018 milhões R$,663 milhões R$,315 milhões R$,Não informado,16.5%,7.8%,Não informado,12.532 milhões R$,Não informado,Não informado,1.169 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,1T,2020\\textos\\2020_2T_RR.txt,3.414 milhões R$,537 milhões R$,221 milhões R$,Não informado,15.7%,6.5%,Não informado,14.051 milhões R$,Não informado,Não informado,1.117 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2019,2T,2020\\textos\\2020_2T_RR.txt,3.561 milhões R$,717 milhões R$,373 milhões R$,Não informado,20.1%,10.5%,Não informado,14.429 milhões R$,Não informado,Não informado,1.343 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2020,2T,2020\\textos\\2020_2T_RR.txt,8.745 milhões R$,Não informado,315 milhões R$,Não informado,Não informado,3.6%,8.027 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
