Ano,Arquivo,Capacidade,Capacidade_utilizada,Custo_manutencao,Descricao_falha,Despesas,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,Divida_liquida,Dividendos,EBITDA,Energia_consumida_kwh,Falha_maquina,Fluxo_Caixa_Financiamento,Fluxo_Caixa_Investimento,Fluxo_Caixa_Livre,Fluxo_Caixa_Operacional,Horas_paradas,Investimento_capital,Linha_producao,Lucro_bruto,Lucro_liquido,Margem_EBITDA,Margem_liquida,Perda_eficiencia,Producao,ROA,ROE,Receita,Receita_impactada,Receita_perdida,Responsavel,Tipo_evento,Trimestre,Unidades_perdidas
2022,2022\\textos\\2022_4T_AP.txt,85%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.824 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,28.2%,Não informado,Não informado,887 mil toneladas,Não informado,Não informado,6.472 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_AP.txt,60%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,525 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,16.0%,Não informado,Não informado,401 mil toneladas,Não informado,Não informado,3.274 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_AP.txt,54%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,757 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.0%,Não informado,Não informado,1.151 mil toneladas,Não informado,Não informado,6.877 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_AP.txt,92%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,354 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,15.8%,Não informado,Não informado,290 mil toneladas,Não informado,Não informado,2.240 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,68%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.630 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.333 milhões R$,20.2%,7.4%,Não informado,2.672 mil toneladas,Não informado,Não informado,17.964 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.600 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.300 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,68%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.900 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,622 milhões R$,Não informado,Não informado,Não informado,7.173 milhões R$,Não informado,3.254 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.218 milhões R$,18.1%,6.8%,Não informado,Não informado,Não informado,Não informado,17.964 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.266 milhões R$,Não informado,5.200 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.022 milhões R$,24.6%,14.3%,Não informado,Não informado,Não informado,Não informado,21.149 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2021,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,7.253 milhões R$,Não informado,5.220 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.560 milhões R$,24.2%,16.5%,Não informado,Não informado,Não informado,Não informado,21.555 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.188 milhões R$,Não informado,Não informado,Não informado,7.173 milhões R$,Não informado,20.619 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.480 milhões R$,25.0%,13.9%,Não informado,Não informado,Não informado,Não informado,82.412 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,7.253 milhões R$,Não informado,23.681 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,15.559 milhões R$,30.2%,19.9%,Não informado,Não informado,Não informado,Não informado,78.345 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,6.275 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,757 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.0%,Não informado,Não informado,1.251 mil toneladas,Não informado,Não informado,6.877 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,92%,Não informado,Não informado,Não informado,5.106 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.824 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,28.2%,Não informado,Não informado,1.022 mil toneladas,Não informado,Não informado,6.472 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.855 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,525 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,16.0%,Não informado,Não informado,406 mil toneladas,Não informado,Não informado,3.274 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,6.083 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.241 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,354 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.218 milhões R$,22.7%,78.0%,Não informado,735 mil toneladas,Não informado,Não informado,1.561 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.218 milhões R$,Não informado,6.8%,Não informado,Não informado,Não informado,Não informado,17.964 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.000 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.322 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.388 milhões R$,22.9%,12.6%,Não informado,3.055 mil toneladas,Não informado,Não informado,18.900 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
